Feature,Coefficient,Odds Ratio,Probability Increase (%)
sentence info__wordtypes,-0.1366832940661147,0.8722464280119753,12.775357198802473
readability grades__RIX,-0.11746307681225418,0.8891733422545954,11.082665774540457
sentence info__long_words,-0.11746307681225418,0.8891733422545954,11.082665774540457
sentence info__complex_words_dc,-0.11502653091055358,0.8913424954651056,10.865750453489442
noun_phrase_count,-0.09874318769310636,0.9059753437684307,9.40246562315693
sentence info__syllables,-0.09755429359233557,0.907053093048014,9.294690695198604
unique_word_count,-0.09330097177554257,0.9109192980361339,8.908070196386609
stop_words_count,-0.08964997133089603,0.9142511433816503,8.574885661834974
readability grades__GunningFogIndex,-0.02701026305095301,0.9733512519195814,2.6648748080418616
"Biases in the portrayal of competence based on cultural background, often disadvantaging non-Western individuals.",-0.026196316997167218,0.9741438298441083,2.58561701558917
