Feature,Coefficient,Odds Ratio,Probability Increase (%)
stop_words_count,-0.15262483490239803,0.8584517225301711,14.154827746982889
readability grades__ARI,-0.0957734421360829,0.9086698590524251,9.133014094757485
readability grades__LIX,-0.06313470096320048,0.9388170056167133,6.118299438328667
sentence info__wordtypes,-0.06011443990693839,0.9416567643053382,5.834323569466182
word usage__preposition,-0.05564623935941614,0.9458736895932831,5.412631040671689
named_entity_count,-0.05379995143011161,0.9476216578988811,5.237834210111892
polarity,-0.01782913859663334,0.9823288601078556,1.7671139892144416
avg_word_length,-0.01435419793740749,0.9857483323953139,1.4251667604686102
sentence info__complex_words_dc,-0.013286958776466648,0.9868009232016345,1.3199076798365517
sentence info__long_words,-0.005799079195916775,0.9942177030077298,0.5782296992270175
