Feature,Coefficient,Odds Ratio,Probability Increase (%)
sentence info__wordtypes,-0.2717900336329989,0.7620142416559043,23.798575834409576
unique_word_count,-0.23344331618472675,0.7918024768535499,20.81975231464501
stop_words_count,-0.13628842201055413,0.8725909217629613,12.740907823703873
passive_voice_count,-0.09613836844067954,0.9083383220156349,9.166167798436508
word usage__tobeverb,-0.08341470272280352,0.9199695542227335,8.003044577726648
punctuation_diversity,-0.06895606714973253,0.9333676846802064,6.663231531979363
exclamation_marks,-0.06148431286933443,0.9403676972946647,5.963230270533526
word usage__conjunction,-0.059198470211687004,0.9425196885106483,5.748031148935173
active_voice_count,-0.0503687734416016,0.9508787010248145,4.912129897518547
sentence_count,-0.0450181212409664,0.9559801581293323,4.401984187066765
