,mean,median,std,min,max,u_stat,p_val
Unnamed: 0,2094.813559322034,2210.0,1152.8507316509572,22.0,4020.0,1627.0,0.8472887062562418
polarity,0.08422013720742533,0.1,0.037653095196853115,-0.075,0.1,1559.5,0.7836648742457742
subjectivity,0.3688186037126714,0.4,0.09196482562743673,0.0,0.5211309523809523,1602.5,0.9379653262961916
flesch_reading_ease,67.16135593220338,67.25,8.12826410988801,49.82,82.14,1565.0,0.8735998545731415
syntactic_complexity,17.279661016949152,18.33333333333333,2.167206095088378,12.666666666666666,24.0,1567.5,0.8834620318978528
lexical_diversity,0.8100003168606923,0.7346938775510204,0.0908331902422143,0.6923076923076923,0.92,1667.0,0.6667689008246551
text_length,219.83050847457628,262.0,63.25758848913807,146.0,365.0,1535.0,0.7408559330225652
question_marks,1.0,1.0,0.0,1.0,1.0,1593.0,1.0
exclamation_marks,0.0,0.0,0.0,0.0,0.0,1593.0,1.0
avg_word_length,4.807512962281867,4.75,0.3863518434655271,4.068965517241379,5.583333333333333,1595.0,0.9931172976820252
unique_word_count,30.16949152542373,35.0,6.87361908983676,22.0,50.0,1566.5,0.878193975292583
sentiment_score_range,0.11093623890234058,0.1,0.11580212212560125,0.0,0.8416666666666666,1602.5,0.9402924036721269
noun_phrase_count,10.491525423728813,13.0,3.007879774261507,7.0,17.0,1564.0,0.8528186046039803
verb_phrase_count,5.338983050847458,7.0,2.5162243848433286,2.0,10.0,1569.5,0.891741638300115
named_entity_count,4.084745762711864,5.0,1.5118855046188395,0.0,7.0,1510.0,0.6019096769259404
passive_voice_count,0.06779661016949153,0.0,0.2535545088414485,0.0,1.0,1612.5,0.7936623387402928
active_voice_count,2.4915254237288136,3.0,0.5980681934342122,1.0,3.0,1548.5,0.7728314139428364
modal_verbs_count,0.0,0.0,0.0,0.0,0.0,1593.0,1.0
conditional_sentences_count,0.0,0.0,0.0,0.0,0.0,1593.0,1.0
sentence_count,2.559322033898305,3.0,0.5007300339703321,2.0,3.0,1540.0,0.7245004370147818
average_sentence_length,17.279661016949152,18.33333333333333,2.167206095088378,12.666666666666666,24.0,1567.5,0.8834620318978528
stop_words_count,18.64406779661017,22.0,6.535744455035805,10.0,38.0,1565.0,0.8716792343897866
punctuation_diversity,3.0508474576271185,3.0,0.2215718777717221,3.0,4.0,1585.5,0.9174892691985401
readability grades__Kincaid,15.930500100131422,18.07,4.507412086587833,9.073076923076924,24.810606060606062,1543.0,0.7756563454665069
readability grades__ARI,19.634658748224155,22.9752,5.369708515696501,11.585172413793105,32.550909090909094,1534.0,0.7365626863255652
readability grades__Coleman-Liau,10.283296098456459,9.972849423076925,2.063361141805911,6.292842000000004,14.570591791666672,1563.0,0.8652916929229997
readability grades__FleschReadingEase,50.281819592364315,45.315000000000026,14.144242716755388,27.69,76.32192307692308,1637.0,0.8022466761137625
readability grades__GunningFogIndex,19.687998503484806,22.4,4.239574054241569,13.47692307692308,29.43030303030304,1542.0,0.7671332044500162
readability grades__LIX,58.03177439633158,64.0,11.590155691868443,41.38461538461539,82.66666666666667,1534.5,0.73771731955803
readability grades__SMOGIndex,13.4239691060943,13.954451150103322,1.6562900818119746,10.745966692414834,16.41640786499874,1556.5,0.8301515370531907
readability grades__RIX,7.254237288135593,7.0,2.278786884915192,4.0,12.0,1534.0,0.7341399243870712
readability grades__DaleChallIndex,10.368547824192134,10.74815,0.8558580919702397,7.19745,10.977221212121211,1575.0,0.9186228392622084
sentence info__characters_per_word,4.580283083756972,4.520833333333333,0.3788254818052145,3.931034482758621,5.375,1564.0,0.8698166214842438
sentence info__syll_per_word,1.382805955052792,1.36,0.14738110655041306,1.16,1.6666666666666667,1552.0,0.8156031443620422
sentence info__words_per_sentence,38.983050847457626,48.0,12.402018085812413,24.0,66.0,1566.0,0.8761662697825133
sentence info__sentences_per_paragraph,1.0,1.0,0.0,1.0,1.0,1593.0,1.0
sentence info__type_token_ratio,0.7743086535613267,0.7,0.09206880978400393,0.6538461538461539,0.896551724137931,1679.5,0.614387034212553
sentence info__characters,175.88135593220338,206.0,50.049659734198585,114.0,294.0,1531.0,0.7235652390235414
sentence info__syllables,53.25423728813559,60.0,15.845801380523469,32.0,82.0,1543.5,0.7775048799271781
sentence info__words,38.983050847457626,48.0,12.402018085812413,24.0,66.0,1566.0,0.8761662697825133
sentence info__wordtypes,29.135593220338983,33.0,6.611008653593207,20.0,51.0,1569.5,0.8927354620792719
sentence info__sentences,1.0,1.0,0.0,1.0,1.0,1593.0,1.0
sentence info__paragraphs,1.0,1.0,0.0,1.0,1.0,1593.0,1.0
sentence info__long_words,7.254237288135593,7.0,2.278786884915192,4.0,12.0,1534.0,0.7341399243870712
sentence info__complex_words,3.711864406779661,4.0,1.1303165174292327,2.0,6.0,1556.5,0.8301515370531907
sentence info__complex_words_dc,11.576271186440678,11.0,3.4651137704888315,4.0,17.0,1560.0,0.842434717434901
word usage__tobeverb,2.135593220338983,3.0,0.9906046067174307,0.0,3.0,1507.0,0.5755307387346396
word usage__auxverb,0.0,0.0,0.0,0.0,0.0,1593.0,1.0
word usage__conjunction,1.5423728813559323,2.0,0.535692716161468,0.0,2.0,1542.0,0.7361769626316323
