,mean,median,std,min,max,u_stat,p_val
Unnamed: 0,2079.392307692308,2089.0,1209.1064193335933,3.0,4075.0,6925.5,0.955968194410299
polarity,-0.01809935897435897,0.0,0.06083262240207183,-0.225,0.5,6824.0,0.778746165839644
subjectivity,0.16812179487179488,0.025,0.24524926615161702,0.0,1.0,7112.0,0.7577318421033651
flesch_reading_ease,80.20007692307692,80.62,7.34778187235096,62.17,90.6,6680.5,0.6016630193050919
syntactic_complexity,18.299358974358974,18.0,2.1598654971422895,9.0,23.0,6670.0,0.5869814396915616
lexical_diversity,0.8182138948958544,0.8235294117647058,0.07562057677372509,0.6461538461538462,1.0,6834.0,0.8184362662393162
text_length,228.16923076923078,206.5,66.82815384768996,81.0,374.0,7367.0,0.43329503261119706
question_marks,1.0,1.0,0.0,1.0,1.0,6955.0,1.0
exclamation_marks,0.27692307692307694,0.0,0.44920920378555573,0.0,1.0,7386.0,0.2737978156572626
avg_word_length,4.523953061584426,4.547247023809524,0.21690195043526603,3.90625,5.0,6996.5,0.9377756010011963
unique_word_count,33.13846153846154,31.0,6.539982986197255,14.0,47.0,7466.0,0.3293955050099011
sentiment_score_range,0.056297008547008545,0.0,0.10764035876555528,0.0,0.7124999999999999,7237.5,0.5425895440909854
noun_phrase_count,11.792307692307693,10.0,5.311529296773482,5.0,23.0,7007.0,0.920600188372361
verb_phrase_count,5.446153846153846,6.0,1.8302435067436629,2.0,10.0,7399.5,0.39098669834108013
named_entity_count,3.5538461538461537,4.0,1.4683299507824996,0.0,6.0,7484.0,0.2840825346224647
passive_voice_count,0.2923076923076923,0.0,0.4565824147848417,0.0,1.0,7428.0,0.23732244667261626
active_voice_count,2.6307692307692307,2.0,0.7888610329319565,1.0,4.0,7343.5,0.41328934965430764
modal_verbs_count,0.007692307692307693,0.0,0.08770580193070292,0.0,1.0,6943.5,0.8948418138808314
conditional_sentences_count,0.0,0.0,0.0,0.0,0.0,6955.0,1.0
sentence_count,2.646153846153846,2.0,0.7661596415257865,2.0,4.0,7338.5,0.41487381814528
average_sentence_length,18.299358974358974,18.0,2.1598654971422895,9.0,23.0,6670.0,0.5869814396915616
stop_words_count,22.369230769230768,22.0,6.417198864314725,7.0,35.0,7320.5,0.4852800702645126
punctuation_diversity,3.3,3.0,0.47658344804004305,2.0,4.0,7409.5,0.2706994994897851
readability grades__Kincaid,16.230744950362197,15.118571428571428,4.305607066639199,3.355714285714285,25.00923076923077,7441.5,0.35476832010468773
readability grades__ARI,19.91622499248014,17.959342105263154,6.07518605095014,7.774285714285714,33.02584615384615,7390.5,0.4075314013467083
readability grades__Coleman-Liau,8.789527781885619,8.76951927401838,1.2817908454247362,5.507780093750004,11.767186034482762,7226.5,0.6058631300219584
readability grades__FleschReadingEase,53.639717754834805,53.21627076411963,11.525424473391299,29.33673469387758,95.93928571428576,6374.5,0.2694357617348627
readability grades__GunningFogIndex,19.553315713917318,18.704761904761902,4.529786695770938,8.457142857142857,29.18805970149253,7407.0,0.38970177612795476
readability grades__LIX,61.71158955075748,59.27906976744186,11.996474806600453,35.42857142857143,92.6923076923077,7313.0,0.4960104589512443
readability grades__SMOGIndex,11.908634616606504,12.486832980505138,1.6059719093907847,8.477225575051662,17.491376746189438,7367.0,0.40261558592364843
readability grades__RIX,8.138461538461538,8.0,2.681414199804339,3.0,18.0,7217.0,0.6153089059829566
readability grades__DaleChallIndex,10.063479875889763,9.808211111111111,1.4681681322051543,7.19745,12.690653846153849,7041.5,0.869832227956195
sentence info__characters_per_word,4.3116270603011895,4.30771478667446,0.2229715782914877,3.78125,4.862068965517241,7168.0,0.6857670522448587
sentence info__syll_per_word,1.3059953347764575,1.2913151364764268,0.10981547189558002,1.0909090909090908,1.5555555555555556,7295.0,0.5179755169027748
sentence info__words_per_sentence,42.07692307692308,38.0,12.176744504925075,14.0,67.0,7285.0,0.5294118591131496
sentence info__sentences_per_paragraph,1.0,1.0,0.0,1.0,1.0,6955.0,1.0
sentence info__type_token_ratio,0.7815857714925937,0.7894736842105263,0.08824419737228831,0.5846153846153846,0.9666666666666668,6842.5,0.8309995691173901
sentence info__characters,181.15384615384616,164.5,53.04151680026008,66.0,303.0,7392.5,0.4053212728192591
sentence info__syllables,54.33846153846154,51.0,13.744373815066174,16.0,84.0,7447.5,0.3485026864464452
sentence info__words,42.07692307692308,38.0,12.176744504925075,14.0,67.0,7285.0,0.5294118591131496
sentence info__wordtypes,31.876923076923077,30.5,5.497025812631286,13.0,43.0,7444.0,0.35049314473973736
sentence info__sentences,1.0,1.0,0.0,1.0,1.0,6955.0,1.0
sentence info__paragraphs,1.0,1.0,0.0,1.0,1.0,6955.0,1.0
sentence info__long_words,8.138461538461538,8.0,2.681414199804339,3.0,18.0,7217.0,0.6153089059829566
sentence info__complex_words,2.730769230769231,3.0,0.9866430560117209,1.0,7.0,7367.0,0.40261558592364843
sentence info__complex_words_dc,11.746153846153845,11.0,5.454976447076869,4.0,24.0,7056.5,0.8467275234940642
word usage__tobeverb,2.146153846153846,2.0,1.3871589305586087,0.0,4.0,7440.0,0.31368335277084647
word usage__auxverb,0.007692307692307693,0.0,0.08770580193070292,0.0,1.0,6943.5,0.8948418138808314
word usage__conjunction,1.2769230769230768,1.0,0.44920920378555573,1.0,2.0,7386.0,0.2737978156572626
word usage__pronoun,2.0076923076923077,2.0,0.3173571544904277,0.0,4.0,7019.0,0.6801800859343531
word usage__preposition,6.346153846153846,6.0,1.345169586504973,1.0,8.0,7076.0,0.8127847830586837
word usage__nominalization,0.007692307692307693,0.0,0.08770580193070292,0.0,1.0,6943.5,0.8948418138808314
