,mean,median,std,min,max,u_stat,p_val
Unnamed: 0,2012.8229166666667,2050.0,1132.8710057547703,198.0,4058.0,4385.0,0.9348215160611466
polarity,0.03210768750572993,0.0708333333333333,0.1620978151165464,-0.4277777777777777,0.5166666666666666,4375.0,0.9131611132619057
subjectivity,0.40116807644348923,0.4,0.12905762308626195,0.119047619047619,0.6472222222222223,4402.0,0.9710031282492484
flesch_reading_ease,81.6246875,82.9,8.533556542833523,66.74,99.57,4416.0,1.0
syntactic_complexity,13.654513888888891,13.666666666666666,1.2036117167580869,11.0,17.0,4364.5,0.8904647681853395
lexical_diversity,0.8352787699322647,0.8571428571428571,0.0956457782896647,0.6363636363636364,1.0,4485.0,0.8537122445406808
text_length,155.98958333333334,131.0,67.31598618169413,100.0,460.0,4339.5,0.8384797877828204
question_marks,1.0,1.0,0.0,1.0,1.0,4416.0,1.0
exclamation_marks,0.0,0.0,0.0,0.0,0.0,4416.0,1.0
avg_word_length,4.182495605597226,4.198426573426573,0.3213996020378898,3.391304347826087,4.826086956521739,4382.0,0.9284152990652492
unique_word_count,24.541666666666668,23.0,8.205154563048081,17.0,64.0,4351.0,0.8618959211262249
sentiment_score_range,0.2673079649902566,0.25,0.19782822438778502,0.1,1.0333333333333332,4427.0,0.9771375515475521
noun_phrase_count,7.833333333333333,7.0,2.5242681760386323,5.0,18.0,4377.0,0.9139294061727197
verb_phrase_count,1.8541666666666667,2.0,1.4652405347114184,0.0,7.0,4342.5,0.839715189838274
named_entity_count,3.2916666666666665,3.0,1.383486569403295,0.0,5.0,4350.5,0.8528652887412049
passive_voice_count,0.010416666666666666,0.0,0.10206207261596575,0.0,1.0,4414.0,0.9819430646675925
active_voice_count,1.15625,1.0,0.862409415533017,0.0,4.0,4365.5,0.8837318593839585
modal_verbs_count,0.0,0.0,0.0,0.0,0.0,4416.0,1.0
conditional_sentences_count,0.0,0.0,0.0,0.0,0.0,4416.0,1.0
sentence_count,2.4791666666666665,2.0,0.7944434220743432,2.0,6.0,4342.0,0.817548797562069
average_sentence_length,13.654513888888891,13.666666666666666,1.2036117167580869,11.0,17.0,4364.5,0.8904647681853395
stop_words_count,16.958333333333332,15.0,7.15970694293921,11.0,50.0,4353.0,0.8645569575386655
punctuation_diversity,2.9583333333333335,3.0,0.3815940710856489,2.0,4.0,4424.0,0.9740634901836834
