,mean,median,std,min,max,u_stat,p_val
Unnamed: 0,2221.6582278481014,2214.0,1272.3252979271995,25.0,4082.0,3043.0,0.884731537835323
polarity,0.07385372714486639,0.0,0.1433551779377536,-0.1666666666666666,0.3,3050.5,0.8521855086497245
subjectivity,0.2807524613220815,0.0,0.32611080822817134,0.0,0.75,3040.5,0.8827281228415114
flesch_reading_ease,69.68316455696201,69.28,5.0798482069750035,59.64,83.66,2916.0,0.7586132393837594
syntactic_complexity,14.827004219409284,14.5,3.2019450817042086,11.5,21.33333333333333,3011.5,0.9739652021465096
lexical_diversity,0.8311871946227776,0.8571428571428571,0.09668208834022485,0.6666666666666666,0.9523809523809524,2971.5,0.9135942190258872
text_length,201.64556962025316,154.0,79.49794997754918,127.0,355.0,3018.5,0.9542964793030905
question_marks,1.0,1.0,0.0,1.0,1.0,3002.0,1.0
exclamation_marks,0.0,0.0,0.0,0.0,0.0,3002.0,1.0
avg_word_length,5.088775882644584,5.081632653061225,0.29695107145336863,4.5,5.714285714285714,3029.5,0.9229770006600436
unique_word_count,26.772151898734176,23.0,8.221219210674553,18.0,42.0,2968.0,0.9034842496142041
sentiment_score_range,0.14852320675105488,0.0,0.16568492636601723,0.0,0.4666666666666667,3020.5,0.9438731265422077
noun_phrase_count,10.240506329113924,8.0,3.8604343779551398,7.0,16.0,2992.0,0.9713373854753022
verb_phrase_count,5.189873417721519,4.0,2.5169983617400846,3.0,9.0,2990.5,0.9668988160004972
named_entity_count,2.4050632911392404,2.0,1.1268174759684924,0.0,4.0,3018.0,0.9502722009899168
passive_voice_count,1.3670886075949367,1.0,0.4850909296170712,1.0,2.0,2998.0,0.9880322814010685
active_voice_count,2.367088607594937,2.0,0.4850909296170712,2.0,3.0,2998.0,0.9880322814010685
modal_verbs_count,0.3670886075949367,0.0,0.4850909296170712,0.0,1.0,2998.0,0.9880322814010685
conditional_sentences_count,0.0,0.0,0.0,0.0,0.0,3002.0,1.0
sentence_count,2.367088607594937,2.0,0.4850909296170712,2.0,3.0,2998.0,0.9880322814010685
average_sentence_length,14.827004219409284,14.5,3.2019450817042086,11.5,21.33333333333333,3011.5,0.9739652021465096
stop_words_count,17.21518987341772,15.0,7.935106814390945,10.0,31.0,2990.5,0.9668988160004972
punctuation_diversity,2.3797468354430378,2.0,0.4884249271331116,2.0,3.0,2996.5,0.9830220331916695
readability grades__Kincaid,14.723354863727634,11.704761904761906,4.855674292268574,9.45714285714286,24.33,2985.0,0.9528451737551071
readability grades__ARI,19.004700307229346,14.832727272727276,6.344404651857961,12.619999999999996,31.492,3031.5,0.9172918978867926
readability grades__Coleman-Liau,12.601217960288881,12.737055541666669,1.4718319887765603,9.71019185714286,15.829440666666668,3030.5,0.9201341865892516
readability grades__FleschReadingEase,49.56511382081392,51.95862068965518,10.866323024483155,27.49500000000004,69.81423076923079,3016.0,0.9614113474729405
readability grades__GunningFogIndex,17.144600036106848,13.762962962962964,5.8063414213148485,12.20952380952381,27.33333333333333,3011.5,0.9739652021465096
readability grades__LIX,55.92287906887533,49.57142857142857,13.419756909703374,40.04761904761905,86.66666666666667,2991.0,0.9699688594741045
readability grades__SMOGIndex,12.420445741929026,10.745966692414834,2.1755074852876897,10.745966692414834,15.24744871391589,2997.0,0.9847778032341628
readability grades__RIX,7.265822784810126,6.0,2.951352843903586,4.0,16.0,2998.0,0.9898828192466412
readability grades__DaleChallIndex,10.2582861303564,10.469518181818184,1.3120304184931095,7.314959259259259,11.93855,2965.5,0.8961897033565641
sentence info__characters_per_word,5.005082975277804,5.0,0.28901327991176134,4.428571428571429,5.619047619047619,3029.5,0.9229174954597452
sentence info__syll_per_word,1.4544035981918937,1.4583333333333333,0.09948876670370158,1.2142857142857142,1.619047619047619,3001.5,1.0
sentence info__words_per_sentence,33.721518987341774,27.0,14.247749897800562,21.0,60.0,3012.5,0.9710587214738116
