,mean,median,std,min,max,u_stat,p_val
Unnamed: 0,2044.3516129032257,1958.0,1102.6298405578602,1.0,4073.0,39847.5,0.7572546514284146
polarity,0.10540442675603964,0.1,0.11432028975994656,-0.1944444444444444,0.5,39453.5,0.6096684376170004
subjectivity,0.3397199913885397,0.3375,0.14385246564436943,0.0,1.0,41466.5,0.6062586213430418
flesch_reading_ease,78.82212903225806,78.85499999999999,11.18778862075875,28.17,106.37,39023.0,0.4659666920674096
syntactic_complexity,14.641935483870968,14.0,3.1075237570925047,8.5,29.0,39267.0,0.5447838259105515
lexical_diversity,0.8873210791694723,0.9039938556067588,0.08831751015322076,0.6307692307692307,1.0,41879.5,0.46691417365089793
text_length,172.5483870967742,155.0,55.576786561566024,79.0,412.0,40555.5,0.9593853645937835
question_marks,0.9870967741935484,1.0,0.11303960265984561,0.0,1.0,40553.0,0.8073256897429959
exclamation_marks,0.04838709677419355,0.0,0.21492975858979219,0.0,1.0,40087.5,0.6286801804832997
avg_word_length,4.691593400147025,4.67504714016342,0.41167476404953746,3.75,5.892857142857143,41004.5,0.7798133098144985
unique_word_count,26.470967741935485,25.0,6.363640322511625,14.0,53.0,40821.5,0.8517039555444232
sentiment_score_range,0.20789931690173624,0.15,0.17244860219934588,0.0,0.8568181818181818,39974.5,0.8066225334778049
noun_phrase_count,8.53225806451613,8.0,2.5524766951855797,5.0,20.0,40127.0,0.8656910835246144
verb_phrase_count,1.9,2.0,1.0822187445259097,0.0,9.0,40906.0,0.8069263962079455
named_entity_count,3.3774193548387097,3.0,1.6397587788143144,0.0,8.0,39802.0,0.7315536317736037
passive_voice_count,0.14516129032258066,0.0,0.35283292678669725,0.0,1.0,40282.5,0.8864838548801625
active_voice_count,1.206451612903226,1.0,0.6303723068345621,0.0,4.0,41482.0,0.5429362806890954
modal_verbs_count,0.07741935483870968,0.0,0.29086377044505085,0.0,2.0,40070.0,0.6684678422286241
conditional_sentences_count,0.0,0.0,0.0,0.0,0.0,40455.0,1.0
