,mean,median,std,min,max,u_stat,p_val
Unnamed: 0,2107.3333333333335,2142.5,1184.105657145051,33.0,4084.0,6133.0,0.7780515932128227
polarity,0.08918170602545601,0.09393939393939385,0.11251860709047073,-0.1666666666666666,0.25,5683.5,0.49998600478926014
subjectivity,0.29451413632663637,0.2992592592592592,0.12243899859573046,0.0,0.5833333333333334,5780.5,0.640007519480426
flesch_reading_ease,78.43041666666666,80.31,9.828428188945885,50.16,102.1,6219.0,0.6414906485153188
syntactic_complexity,16.880555555555553,16.666666666666668,2.3952551265096274,12.5,26.666666666666668,6147.5,0.7534139260199292
lexical_diversity,0.8268777123869729,0.8043478260869565,0.0955680339847343,0.6458333333333334,0.96,5927.0,0.8770472125339299
text_length,213.83333333333334,186.0,82.2816778499559,108.0,458.0,5875.0,0.7910953845271695
question_marks,1.0,1.0,0.0,1.0,1.0,6000.0,1.0
exclamation_marks,0.0,0.0,0.0,0.0,0.0,6000.0,1.0
avg_word_length,4.4605727010581555,4.491935483870968,0.28516381512308353,3.6666666666666665,5.238095238095238,5881.5,0.8017670032807104
unique_word_count,31.408333333333335,29.5,8.80555194738179,18.0,57.0,5843.0,0.7379679496227456
sentiment_score_range,0.28046709656084656,0.2249999999999999,0.1636874450488719,0.0,0.6111111111111112,6244.5,0.599544665833242
noun_phrase_count,10.875,9.0,3.1155950913283394,7.0,18.0,5891.5,0.8122216190556251
verb_phrase_count,3.2416666666666667,4.0,2.2862241203108926,1.0,10.0,6209.0,0.6406235060302288
named_entity_count,2.8583333333333334,3.0,1.285313507407796,0.0,5.0,5955.0,0.922360676951911
passive_voice_count,0.09166666666666666,0.0,0.2897647070196328,0.0,1.0,5890.0,0.6539643533342238
active_voice_count,1.6833333333333333,2.0,0.6215098629981036,1.0,3.0,6194.0,0.6437210384081219
modal_verbs_count,0.0,0.0,0.0,0.0,0.0,6000.0,1.0
conditional_sentences_count,0.0,0.0,0.0,0.0,0.0,6000.0,1.0
sentence_count,2.4833333333333334,2.0,0.5795294140392657,2.0,4.0,5978.5,0.9590819164136143
average_sentence_length,16.880555555555553,16.666666666666668,2.3952551265096274,12.5,26.666666666666668,6147.5,0.7534139260199292
stop_words_count,20.008333333333333,18.0,7.370730022489345,11.0,42.0,6043.5,0.9268050879580968
punctuation_diversity,2.808333333333333,3.0,0.5233350282760827,2.0,4.0,6184.0,0.6257205489581951
readability grades__Kincaid,15.224999541601543,14.533102466793169,5.937562798475817,6.206086956521741,31.73333333333333,5813.0,0.6914809547654808
readability grades__ARI,18.685018947807464,16.924378557874768,7.683163386723006,7.271739130434781,40.64296296296296,5862.5,0.7706874452970387
readability grades__Coleman-Liau,9.011920610183873,9.181847571428577,1.8210334112381918,4.009507703703704,14.062121317460315,5828.5,0.7159977538010556
readability grades__FleschReadingEase,55.59272574411101,56.78934782608697,19.043121005981103,-0.7957142857142685,91.69666666666669,6210.0,0.6557511828734592
readability grades__GunningFogIndex,16.64444993732332,15.593277310924371,5.9285500117375145,9.2,33.88148148148149,5878.0,0.7951963450046892
readability grades__LIX,55.61738935058953,53.29032258064516,15.31024957767812,23.0,101.02702702702705,5964.5,0.940602813280527
readability grades__SMOGIndex,7.215365421553503,8.477225575051662,3.687001153875152,3.0,17.491376746189438,5892.5,0.8018640912882657
readability grades__RIX,6.441666666666666,6.0,3.475716075990149,0.0,22.0,6021.5,0.9640811541250015
readability grades__DaleChallIndex,9.0025069073641,9.394483516483515,2.0793196613042344,0.0,12.776538095238095,5830.0,0.7177281851835398
sentence info__characters_per_word,4.363592133292455,4.410225442834138,0.286635216182208,3.555555555555556,5.158730158730159,5814.0,0.6930828706009431
sentence info__syll_per_word,1.3183262323391138,1.3214285714285714,0.11808946210484429,1.037037037037037,1.6984126984126984,5585.0,0.37776851101373965
sentence info__words_per_sentence,39.125,33.0,14.087101496455137,23.0,81.0,5938.5,0.8961681381072129
