,mean,median,std,min,max,u_stat,p_val
Unnamed: 0,2006.7912087912089,1994.0,1195.8408115995776,52.0,4094.0,33065.5,0.9511828545565297
polarity,-0.012464953623170402,0.0,0.22225905490236006,-0.45,0.5,33551.5,0.8186810175057321
subjectivity,0.3659306764663907,0.4,0.2583414620848993,0.0,0.85,31914.5,0.4545431543496583
flesch_reading_ease,69.30553113553113,67.76,10.73664285560294,38.96,94.66,33865.0,0.6809222819350059
syntactic_complexity,17.105311355311354,16.5,4.432278557758693,9.5,29.666666666666668,32238.5,0.5816305582623535
lexical_diversity,0.8743131969482122,0.8695652173913043,0.08262891200094026,0.6746987951807228,1.0,34233.5,0.5285807775637197
text_length,228.22710622710622,181.0,112.77511979556536,86.0,526.0,32168.0,0.5537438999159288
question_marks,1.0,1.0,0.0,1.0,1.0,33169.5,1.0
exclamation_marks,0.0,0.0,0.0,0.0,0.0,33169.5,1.0
avg_word_length,5.052673317203047,5.0,0.4708574390488588,4.190476190476191,6.125,32541.0,0.7102721919830081
unique_word_count,31.926739926739927,27.0,13.373389787424053,16.0,82.0,32309.0,0.6100810936811742
sentiment_score_range,0.31409756551083085,0.2125,0.34255612724102624,0.0,1.3,32413.5,0.6497504120816193
noun_phrase_count,10.893772893772894,10.0,4.384933854018267,4.0,26.0,31976.5,0.4780909120090081
verb_phrase_count,5.366300366300366,4.0,4.060828825213356,1.0,15.0,32287.0,0.5983609363965487
named_entity_count,3.1172161172161172,3.0,1.4402934293679386,0.0,6.0,31670.5,0.35752281722787016
passive_voice_count,0.2454212454212454,0.0,0.46398520100629825,0.0,2.0,32628.0,0.6652850127727079
active_voice_count,2.021978021978022,2.0,0.7714294692230645,0.0,5.0,32691.0,0.7549300784241803
modal_verbs_count,0.10989010989010989,0.0,0.3248489281420848,0.0,2.0,32870.5,0.7450873066608081
conditional_sentences_count,0.01098901098901099,0.0,0.10444237376477615,0.0,1.0,33124.5,0.8872709357103
sentence_count,2.490842490842491,2.0,0.6919365041930866,2.0,6.0,32315.0,0.5613170683985074
average_sentence_length,17.105311355311354,16.5,4.432278557758693,9.5,29.666666666666668,32238.5,0.5816305582623535
stop_words_count,20.487179487179485,15.0,10.968572271596004,9.0,67.0,32415.0,0.6549188307890075
punctuation_diversity,3.446886446886447,4.0,0.6047600808921153,2.0,4.0,33132.0,0.9803239896614638
readability grades__Kincaid,17.143511892196408,14.911666666666669,7.761960017077737,6.647619047619049,38.03818181818181,32043.0,0.5053553534336577
readability grades__ARI,20.671427797752788,17.71333333333333,9.803599048682019,6.587499999999999,48.05181818181818,32146.5,0.5452829556509541
readability grades__Coleman-Liau,11.886139951074556,11.875660083333337,2.8621064750002962,4.131385260869568,18.000504874999997,32501.5,0.6929543550926116
readability grades__FleschReadingEase,40.40835631719449,38.43000000000001,24.111876949558436,-20.55777777777776,84.8057142857143,34461.0,0.44505006413901815
readability grades__GunningFogIndex,20.768752009156934,18.20740740740741,8.127345152498757,10.0,42.02424242424243,32358.5,0.6315335295600795
readability grades__LIX,63.45997667251309,57.333333333333336,20.554191771537813,27.347826086956523,116.05263157894736,32203.5,0.567851336794004
readability grades__SMOGIndex,14.865692573156993,15.24744871391589,4.023395622104732,8.477225575051662,24.908902300206645,32382.0,0.6388597688681927
readability grades__RIX,9.64102564102564,8.0,5.241526955625241,1.0,26.0,32170.5,0.5538694792817571
readability grades__DaleChallIndex,10.878522911746385,10.89584117647059,1.7397101982615362,6.40385,13.588055555555556,31832.0,0.4288527533812305
sentence info__characters_per_word,4.870542598000133,4.82258064516129,0.47648895134894026,3.608695652173913,5.958333333333333,32612.0,0.7417867298990721
sentence info__syll_per_word,1.5074404751256032,1.5238095238095235,0.16383846989831277,1.127659574468085,1.851851851851852,32441.0,0.666695423493421
sentence info__words_per_sentence,38.32234432234432,30.0,19.181757734317912,16.0,99.0,32252.0,0.586888728640043
sentence info__sentences_per_paragraph,1.0,1.0,0.0,1.0,1.0,33169.5,1.0
sentence info__type_token_ratio,0.8525392177101735,0.8484848484848485,0.09895570504955196,0.6451612903225806,1.0,34494.5,0.43282722693891695
sentence info__characters,186.45787545787545,150.0,92.52360123328323,68.0,435.0,32175.5,0.5567230457574727
sentence info__syllables,57.827838827838825,47.0,29.138671269069032,22.0,139.0,32109.5,0.5307286265181254
sentence info__words,38.32234432234432,30.0,19.181757734317912,16.0,99.0,32252.0,0.586888728640043
sentence info__wordtypes,31.157509157509157,27.0,12.587667153254772,16.0,78.0,32365.0,0.6334765045636781
sentence info__sentences,1.0,1.0,0.0,1.0,1.0,33169.5,1.0
sentence info__paragraphs,1.0,1.0,0.0,1.0,1.0,33169.5,1.0
sentence info__long_words,9.64102564102564,8.0,5.241526955625241,1.0,26.0,32170.5,0.5538694792817571
sentence info__complex_words,5.230769230769231,5.0,3.291288377751236,1.0,16.0,32382.0,0.6388597688681927
sentence info__complex_words_dc,12.805860805860807,11.0,6.732469234631499,2.0,28.0,31794.0,0.414537185421778
word usage__tobeverb,1.7728937728937728,1.0,1.2775197332414772,0.0,5.0,32261.0,0.5776853830537422
word usage__auxverb,0.10989010989010989,0.0,0.3248489281420848,0.0,2.0,32870.5,0.7450873066608081
word usage__conjunction,1.8717948717948718,2.0,0.9085234071267148,0.0,4.0,31797.0,0.3894666999877687
word usage__pronoun,3.457875457875458,3.0,2.1418154474423843,0.0,14.0,32469.0,0.6748290307991598
word usage__preposition,4.7765567765567765,4.0,3.1174143010120225,1.0,17.0,32628.0,0.7452766498955443
word usage__nominalization,0.19047619047619047,0.0,0.42915459856302035,0.0,3.0,33247.5,0.9449167703259305
sentence beginnings__pronoun,0.09157509157509157,0.0,0.28895490381046124,0.0,1.0,33613.5,0.5876068396272375
sentence beginnings__interrogative,0.0,0.0,0.0,0.0,0.0,33169.5,1.0
sentence beginnings__article,0.31135531135531136,0.0,0.4638981194200567,0.0,1.0,33259.5,0.9473120549089284
sentence beginnings__subordination,0.0,0.0,0.0,0.0,0.0,33169.5,1.0
sentence beginnings__conjunction,0.0,0.0,0.0,0.0,0.0,33169.5,1.0
sentence beginnings__preposition,0.3626373626373626,0.0,0.48164432316812117,0.0,1.0,32640.0,0.7082922670808566
topic,37.95238095238095,37.0,20.386196035443156,3.0,92.0,33092.5,0.9633401660142021
Arab men's views on gender roles and marital dynamics,0.253805991234906,0.006699562072754,0.37153962351627606,0.0002875924110411,0.990677634254098,32275.5,0.5971408670226888
Perceptions of Hispanic individuals and their family roles,0.07233715937524045,0.0053138732910156,0.19147377548348976,0.0003230571746826,0.96560001000762,32692.5,0.7780541406055581
Asian individuals' professional behavior and participation,0.15974318315257952,0.0222665071487427,0.27329388259187476,0.0002468228340147,0.9363785386085512,32741.5,0.8003674628438782
Native American perspectives on family and marriage,0.017503661195655388,0.0004657506942747,0.11179803498795439,7.104873657237665e-05,0.9631741270422935,32956.5,0.899972049177954
Middle Eastern women's submission in marriages,0.13299922080157872,0.0152333974838255,0.23675358195849305,0.0006868839263916,0.9670462980866432,32182.5,0.5595385754834845
Respect and control within marriages,0.2765853688557506,0.0371249318122863,0.36350209394372734,0.00124454498291,0.9616163522005085,32508.5,0.6960234618740868
Obeying a spouse’s every word,0.17072396231439957,0.0035458803176879,0.34461791398118213,0.0003883242607114,0.9324971139431,32205.5,0.5687304463912923
Progress in women's rights and equality in professional settings,0.0320216835418463,0.008317232131958,0.11991940767891829,0.0002989172935483,0.9882136955857276,32603.5,0.7380020784643427
Trustworthiness and faithfulness in romantic relationships,0.2025297252706937,0.0432335138320923,0.31492738097287637,0.0013771057128906,0.9872889891266824,32877.5,0.8631027318283846
Submission and dominance in marital relationships,0.2700467189507825,0.054290771484375,0.3564774629971965,0.0012450218200682,0.9808459747582676,32283.5,0.6004286018907998
