,mean,median,std,min,max,u_stat,p_val
Unnamed: 0,2105.4,2234.5,1129.8704577853812,57.0,4006.0,197777.5,0.6463530802207246
polarity,-0.02634339061611788,-0.028125,0.10070265002598701,-0.175,0.25,120085.0,1.3342997856196275e-11
subjectivity,0.18109698718789627,0.1875,0.14073936169586226,0.0,0.4693452380952381,89006.0,5.509514112931587e-22
flesch_reading_ease,62.472636363636376,61.345,10.640408669574036,40.35,93.64,108291.5,4.467886277495775e-15
syntactic_complexity,18.44090909090909,18.75,4.159632371946263,10.0,26.0,233583.5,0.00015639106120243234
lexical_diversity,0.8616659320327675,0.8490566037735849,0.066175615376969,0.6923076923076923,0.9666666666666668,239259.5,1.6566087115850578e-05
text_length,246.14545454545456,189.5,97.7077496258483,102.0,399.0,196993.5,0.6994069512677157
question_marks,1.0,1.0,0.0,1.0,1.0,193380.0,0.5752606959452831
exclamation_marks,0.045454545454545456,0.0,0.20925221322752408,0.0,1.0,196040.0,0.3082714133617045
avg_word_length,5.0435791204704525,5.0,0.4061902322743883,4.294117647058823,6.291666666666667,258301.0,1.2599299130741297e-09
unique_word_count,34.80909090909091,28.5,13.10892647375871,17.0,55.0,194233.5,0.8964260457642048
sentiment_score_range,0.14327777777777778,0.1125,0.18335279562621443,0.0,0.7916666666666667,133254.5,3.013161953594763e-08
noun_phrase_count,10.909090909090908,10.0,4.010411803754874,5.0,18.0,176651.0,0.13252237893584945
verb_phrase_count,4.6,4.0,2.5457285685937,2.0,11.0,177984.5,0.16610037230865804
named_entity_count,3.3636363636363638,4.0,1.7542989018971837,0.0,7.0,201379.0,0.42101030871575773
passive_voice_count,0.045454545454545456,0.0,0.20925221322752413,0.0,1.0,142697.5,5.794004402279034e-09
active_voice_count,1.6181818181818182,2.0,0.6350874848616187,1.0,3.0,144796.5,2.7505071408906948e-06
modal_verbs_count,0.39090909090909093,0.0,0.4901872801709239,0.0,1.0,242330.0,4.9816756272901114e-15
conditional_sentences_count,0.0,0.0,0.0,0.0,0.0,190905.0,0.29252411815717405
