,mean,median,std,min,max,u_stat,p_val
polarity,0.055367243510769236,0.039393939,0.13979525788062,-0.3,0.416666667,582952.0,0.4870662455345801
subjectivity,0.41102135519384614,0.468005952,0.19440320481419437,0.0,0.875,647331.0,4.6717279599996395e-05
readability_score,65.79243076923078,64.71,10.711050970856451,35.44,95.17,411241.5,9.693981340794395e-17
syntactic_complexity,18.660358974584618,19.0,3.7479722969899143,9.5,29.33333333,708132.0,3.9433770473411307e-13
lexical_diversity,0.8243354575107693,0.826923077,0.0779620166314078,0.630769231,1.0,561953.5,0.6836925740673276
text_length,281.2,291.0,112.60676689532154,93.0,528.0,667217.0,3.205750414046155e-07
question_marks,1.0,1.0,0.0,1.0,1.0,571350.0,0.3352285327356582
exclamation_marks,0.04,0.0,0.19626135258506328,0.0,1.0,576101.5,0.2560627377169289
avg_word_length,4.850979263310769,4.775862069,0.42779965306102624,3.826086957,5.90625,611464.0,0.02866159292546258
unique_word_count,38.87384615384615,40.0,13.744564323144202,15.0,81.0,674701.5,3.685350463871969e-08
sentiment_score_range,0.29883822689846157,0.233333333,0.25140957736075414,0.0,0.893518519,641534.0,0.00016090265678147067
noun_phrase_count,12.88923076923077,13.0,4.983309273970259,5.0,26.0,642942.5,0.00011927476124919005
verb_phrase_count,5.88,5.0,3.0329059527981603,1.0,13.0,658956.0,2.561419444574342e-06
named_entity_count,3.5907692307692307,4.0,1.892620747890773,0.0,7.0,641963.5,0.00012208095703350027
passive_voice_count,0.2953846153846154,0.0,0.60257440737991,0.0,3.0,525699.5,0.003893687333921554
active_voice_count,2.2615384615384615,2.0,0.8217138645621572,0.0,4.0,651688.5,6.02733327237405e-06
modal_verbs_count,0.06769230769230769,0.0,0.251604537528327,0.0,1.0,536872.5,0.0021447052546559155
conditional_sentences_count,0.0,0.0,0.0,0.0,0.0,564037.5,0.07043205482210914
sentence_count,2.9323076923076923,3.0,0.8757902414440041,2.0,6.0,610775.5,0.020284060235014886
average_sentence_length,18.660358974584618,19.0,3.7479722969899143,9.5,29.33333333,708132.0,3.9433770473411307e-13
stop_words_count,27.166153846153847,28.0,11.740116370107483,8.0,61.0,688985.5,3.9566717222358375e-10
punctuation_diversity,3.2984615384615386,3.0,0.8089950151100651,2.0,6.0,639496.0,2.7393080477653594e-05
readability grades__Kincaid,20.794323698292306,21.42156863,7.932599640940618,4.4,38.31655914,667235.5,3.18978963977388e-07
readability grades__ARI,25.011191413046152,25.77622642,9.943730462159465,7.066956522,46.74612903,662669.5,1.1019544713145538e-06
readability grades__Coleman-Liau,10.606979131129231,10.71248433,2.3475200766788618,4.131385261,17.45122744,584462.5,0.4397751797831395
readability grades__FleschReadingEase,34.008165818489225,33.33883721,24.41639656091798,-14.00516129,100.92,477072.5,1.1905882889108172e-06
readability grades__GunningFogIndex,24.515907488633847,25.11111111,8.19593238790116,8.4,41.77777778,691709.5,1.6057080969808607e-10
readability grades__LIX,70.21701199076924,68.61904762,20.26504701233524,23.0,112.2222222,660456.0,1.9699044126344136e-06
readability grades__SMOGIndex,15.431879152876926,15.24744871,4.416832189648996,3.0,25.58317958,704003.0,1.3802147321215304e-12
readability grades__RIX,10.033846153846154,9.0,4.9023261335276525,0.0,22.0,635901.5,0.0005052441937580044
readability grades__DaleChallIndex,10.801584503326154,11.27272857,1.5403439730982864,0.0,13.6121375,647236.5,4.8348252494825055e-05
sentence info__characters_per_word,4.613351108393846,4.607142857,0.3997118942518326,3.608695652,5.8125,571509.5,0.9254865693076
sentence info__syll_per_word,1.4498918388707691,1.461538462,0.17112224507552773,1.0,1.96875,594906.0,0.1868058418128684
sentence info__words_per_sentence,49.424615384615386,51.0,19.83834383308965,17.0,97.0,669588.0,1.6383695206299728e-07
sentence info__sentences_per_paragraph,1.0,1.0,0.0,1.0,1.0,569725.0,1.0
sentence info__type_token_ratio,0.7961673608707692,0.784313725,0.0898463085746711,0.615384615,1.0,536825.5,0.08455578495905948
sentence info__characters,227.36615384615385,234.0,91.4359626769209,75.0,428.0,666038.5,4.437518242820261e-07
sentence info__syllables,71.55076923076923,73.0,29.681353642246297,21.0,139.0,672089.0,8.015727499651884e-08
sentence info__words,49.424615384615386,51.0,19.83834383308965,17.0,97.0,669588.0,1.6383695206299728e-07
sentence info__wordtypes,38.15076923076923,39.0,13.189924641967396,15.0,77.0,684166.5,1.9501900620938867e-09
sentence info__sentences,1.0,1.0,0.0,1.0,1.0,569725.0,1.0
sentence info__paragraphs,1.0,1.0,0.0,1.0,1.0,569725.0,1.0
sentence info__long_words,10.033846153846154,9.0,4.9023261335276525,0.0,22.0,635901.5,0.0005052441937580044
sentence info__complex_words,5.8,5.0,3.61068373539376,0.0,17.0,704003.0,1.3802147321215304e-12
sentence info__complex_words_dc,14.47076923076923,15.0,5.8628808038402065,2.0,28.0,675202.0,3.0554428785823456e-08
word usage__tobeverb,2.006153846153846,2.0,1.4120159962936587,0.0,5.0,524820.5,0.015825296071357544
word usage__auxverb,0.046153846153846156,0.0,0.21014172398537176,0.0,1.0,531595.0,0.00018577076902356207
word usage__conjunction,2.203076923076923,2.0,1.291707792746624,0.0,6.0,650667.0,6.004338890516578e-06
word usage__pronoun,2.190769230769231,1.0,2.188756558106742,0.0,10.0,555382.5,0.44042548333175535
