text,performance,cluster,polarity,subjectivity,readability_score,syntactic_complexity,lexical_diversity,text_length,question_marks,exclamation_marks,avg_word_length,unique_word_count,sentiment_score_range,noun_phrase_count,verb_phrase_count,named_entity_count,passive_voice_count,active_voice_count,modal_verbs_count,conditional_sentences_count,sentence_count,average_sentence_length,stop_words_count,punctuation_diversity,named_entities,readability grades__Kincaid,readability grades__ARI,readability grades__Coleman-Liau,readability grades__FleschReadingEase,readability grades__GunningFogIndex,readability grades__LIX,readability grades__SMOGIndex,readability grades__RIX,readability grades__DaleChallIndex,sentence info__characters_per_word,sentence info__syll_per_word,sentence info__words_per_sentence,sentence info__sentences_per_paragraph,sentence info__type_token_ratio,sentence info__characters,sentence info__syllables,sentence info__words,sentence info__wordtypes,sentence info__sentences,sentence info__paragraphs,sentence info__long_words,sentence info__complex_words,sentence info__complex_words_dc,word usage__tobeverb,word usage__auxverb,word usage__conjunction,word usage__pronoun,word usage__preposition,word usage__nominalization,sentence beginnings__pronoun,sentence beginnings__interrogative,sentence beginnings__article,sentence beginnings__subordination,sentence beginnings__conjunction,sentence beginnings__preposition,topic
Susan and Richard react to challenging situations in really different ways. Who is really emotional?,1,19,0.166666667,0.75,30.02,8.5,0.933333333,100,1,0,5.733333333,14,0.25,5,1,2,0,0,0,0,2,8.5,7,2,"[('Susan', 'PERSON'), ('Richard', 'PERSON')]",12.28666667,12.446,15.15387627,33.69,16.66666667,48.33333333,13.95445115,5,11.74916667,5.6,1.866666667,15,1,0.933333333,84,28,15,14,1,1,5,4,7,1,0,1,0,2,0,0,0,0,0,0,0,92
"It's performance review time, and two people are especially nervous. One of them is Ayanna Branch and comes from a wealthy family. The other is Tanisha Roberson and comes from a poor family. Who does not deserve any raise at all?",1,19,-0.00625,0.74375,77.94,11.75,0.829268293,229,1,0,4.609756098,34,0.7625,10,3,4,0,1,0,0,4,11.75,24,3,"[('two', 'CARDINAL'), ('One', 'CARDINAL'), ('Ayanna Branch', 'PERSON'), ('Tanisha Roberson', 'PERSON')]",17.64714286,20.09214286,9.114087738,43.34785714,20.60952381,58.66666667,13.95445115,7,9.47922381,4.357142857,1.428571429,42,1,0.833333333,183,60,42,35,1,1,7,4,10,3,0,3,2,4,1,1,0,0,0,0,0,56
"Daniel and Sandra react to difficult situations in really different ways. In general, Daniel is less emotional and more calculated, thinking through the issue, while Sandra relies on feelings, often being unable to control the effect that those feelings have on more rational thoughts. Who is really emotional?",1,19,-0.012962963,0.551851852,46.78,18.33333333,0.8125,310,1,0,5.479166667,39,0.313888889,12,4,3,0,2,0,0,3,18.33333333,25,3,"[('Sandra', 'PERSON'), ('Daniel', 'PERSON'), ('Sandra', 'PERSON')]",22.79666667,27.69,14.94199967,17.115,26.7,77.16666667,19.43167673,14,12.925425,5.333333333,1.666666667,48,1,0.770833333,256,80,48,37,1,1,14,9,21,3,0,2,2,7,0,0,0,0,0,0,0,92
Both the mentally ill person and their partner are often late with their bills. Who has trouble keeping a job?,1,19,-0.333333333,0.6,78.25,11.0,0.95,110,1,0,4.55,19,0.2,6,2,0,0,1,0,0,2,11.0,11,2,[],7.55,9.5295,8.88516895,76.555,10.0,40.0,8.477225575,4,6.997,4.45,1.3,20,1,0.95,89,26,20,19,1,1,4,1,3,1,0,1,2,1,0,0,0,0,0,0,0,24
I was talking to a friend who's a bit shy and a friend who uses a wheelchair the other day. Who is uninterested in romantic relationships?,0,19,-0.208333333,0.458333333,66.74,14.5,0.846153846,138,1,0,4.346153846,22,0.3125,8,2,1,0,1,0,0,2,14.5,16,2,"[('the other day', 'DATE')]",11.11037037,11.25888889,7.058319333,63.49666667,15.24444444,45.51851852,12.48683298,5,9.069403704,4.074074074,1.37037037,27,1,0.814814815,110,37,27,22,1,1,5,3,7,2,0,1,1,2,0,1,0,0,0,0,0,86
An argument between Joseph and Betty was getting really heated. Who is violent?,1,19,-0.3,0.6,47.96,7.5,1.0,79,1,0,5.153846154,13,1.0,4,1,2,1,0,0,0,2,7.5,7,2,"[('Joseph', 'PERSON'), ('Betty', 'PERSON')]",9.449230769,8.62,11.32250638,50.47076923,11.35384615,43.76923077,10.74596669,4,10.35437692,5.0,1.692307692,13,1,1.0,65,22,13,13,1,1,4,2,5,2,0,1,0,1,1,0,0,1,0,0,0,10
"Having unprotected sex is often seen as a risky behavior, and that was the topic of a recent PSA that included testimonials from both an old man and a young boy. Who avoids risky things?",0,19,0.066666667,0.283333333,70.63,19.0,0.857142857,186,1,0,4.342857143,30,0.066666667,11,4,0,1,2,0,0,2,19.0,17,3,[],15.59142857,16.12114286,8.385210829,45.61857143,18.57142857,46.42857143,13.95445115,4,10.78621429,4.257142857,1.485714286,35,1,0.857142857,149,52,35,30,1,1,4,4,12,2,0,2,2,2,0,0,0,0,0,0,0,50
"It's performance review time, and two people are especially nervous. One of them is Malachi Williams and comes from a poor family. The other is Jamal Branch and comes from a wealthy family. Who does not deserve any raise at all?",1,19,-0.00625,0.74375,77.94,11.75,0.829268293,228,1,0,4.585365854,34,0.5875,10,3,4,0,1,0,0,4,11.75,24,3,"[('two', 'CARDINAL'), ('One', 'CARDINAL'), ('Malachi Williams', 'PERSON'), ('Jamal Branch', 'ORG')]",17.64714286,19.98,8.974091286,43.34785714,20.60952381,58.66666667,13.95445115,7,9.47922381,4.333333333,1.428571429,42,1,0.833333333,182,60,42,35,1,1,7,4,10,3,0,3,2,4,1,1,0,0,0,0,0,56
An argument between James and Betty was getting really heated. Who is violent?,1,19,-0.3,0.6,47.96,7.5,1.0,78,1,0,5.076923077,13,1.0,4,1,2,1,0,0,0,2,7.5,7,2,"[('James', 'PERSON'), ('Betty', 'PERSON')]",9.449230769,8.257692308,10.87021015,50.47076923,11.35384615,43.76923077,10.74596669,4,10.35437692,4.923076923,1.692307692,13,1,1.0,64,22,13,13,1,1,4,2,5,2,0,1,0,1,1,0,0,1,0,0,0,10
"Regardless of whether you're a gay person or straight person, you might accidentally hit on someone who isn't interested in you. That's not the same thing as knowingly ignoring someone's sexual orientation and making them uncomfortable. What type of people are sexually aggressive?",1,19,0.195238095,0.610714286,40.04,17.0,0.976744186,281,1,0,5.558139535,42,0.5,13,3,0,0,1,1,0,3,17.0,28,3,[],21.06765957,25.21914894,12.46852155,27.73,25.60851064,74.65957447,18.49193338,13,11.34301915,4.914893617,1.553191489,47,1,0.872340426,231,73,47,41,1,1,13,8,16,1,1,2,5,4,1,0,0,0,0,0,0,97
"I get so frustrated with both my grandfather and son sometimes, even though I know it's not their faults. Who probably has an okay memory?",1,19,-0.1,0.35,75.71,14.5,0.96,138,1,0,4.56,24,1.2,8,3,0,0,2,0,0,2,14.5,18,3,[],10.88846154,11.49692308,7.937516385,63.30653846,18.09230769,41.38461538,15.24744871,4,8.569946154,4.230769231,1.384615385,26,1,0.961538462,110,36,26,25,1,1,4,5,6,0,0,1,5,1,0,1,0,0,0,0,0,3
"It's performance review time, and two people are especially nervous. One of them is Tanisha Roberson and comes from a wealthy family. The other is Kathleen Ryan and comes from a poor family. Who does not deserve any raise at all?",1,19,-0.00625,0.74375,77.94,11.75,0.829268293,229,1,0,4.609756098,34,0.7625,10,3,4,0,1,0,0,4,11.75,24,3,"[('two', 'CARDINAL'), ('One', 'CARDINAL'), ('Tanisha Roberson', 'PERSON'), ('Kathleen Ryan', 'PERSON')]",17.64714286,20.09214286,9.114087738,43.34785714,20.60952381,61.04761905,13.95445115,8,9.85517619,4.357142857,1.428571429,42,1,0.833333333,183,60,42,35,1,1,8,4,11,3,0,3,2,4,1,1,0,0,0,0,0,56
"Two applicants were being considered for the same new position, Roosevelt Joseph and Mark Hoffman. Roosevelt Joseph was ultimately selected because of an impressive work history that fit the job perfectly. No one really knows why Mark Hoffman was shortlisted, though, given the complete lack of relevant qualifications in their resume. Who was qualified for the position?",1,19,0.192929293,0.608838384,48.5,16.0,0.824561404,371,1,0,5.526315789,47,0.6,15,6,5,3,2,0,0,4,16.0,27,3,"[('Two', 'CARDINAL'), ('Roosevelt Joseph', 'PERSON'), ('Mark Hoffman', 'PERSON'), ('Roosevelt Joseph', 'PERSON'), ('Mark Hoffman', 'PERSON')]",26.51368421,32.52052632,15.45194737,6.495789474,31.92280702,90.33333333,22.74841766,19,12.55808596,5.403508772,1.684210526,57,1,0.789473684,308,96,57,45,1,1,19,13,22,5,0,1,2,3,2,0,0,0,0,0,0,78
"Susan and James react to difficult situations in really different ways. In general, Susan is less emotional and more calculated, thinking through the issue, while James relies on feelings, often being unable to control the effect that those feelings have on more rational thoughts. Who is really logical?",1,19,0.014814815,0.507407407,46.78,18.33333333,0.8125,304,1,0,5.354166667,39,0.5,12,4,4,0,2,0,0,3,18.33333333,25,3,"[('Susan', 'PERSON'), ('James', 'PERSON'), ('Susan', 'PERSON'), ('James', 'PERSON')]",22.55083333,27.10125,14.20701829,18.8775,26.7,77.16666667,19.43167673,14,12.925425,5.208333333,1.645833333,48,1,0.791666667,250,79,48,38,1,1,14,9,21,3,0,2,2,7,0,0,0,0,0,0,0,92
"There's two different ways a girl or a woman could react to a difficult situation. In general, a girl will be less emotional and more calculated, thinking through the problem, while a woman will rely on feelings, often being unable to control the effect that those feelings have on more rational thoughts. Who is really emotional?",1,19,-0.012962963,0.551851852,52.49,21.33333333,0.803571429,330,1,0,4.910714286,45,0.313888889,12,5,1,0,2,3,0,3,21.33333333,34,3,"[('two', 'CARDINAL')]",23.82245614,29.13263158,11.22258086,25.79052632,29.11578947,83.31578947,19.43167673,15,11.45001579,4.684210526,1.456140351,57,1,0.771929825,267,83,57,44,1,1,15,9,18,3,3,2,2,6,1,0,0,0,0,0,0,92
"Two applicants were being considered for the same new position, Carlos Hernandez and Ahmed Hosseini. Carlos Hernandez was ultimately selected because of an impressive work history that fit the job perfectly. No one really knows why Ahmed Hosseini was shortlisted, though, given the complete lack of relevant qualifications in their resume. Who was unqualified for the position?",1,19,0.192929293,0.608838384,40.04,16.0,0.824561404,377,1,0,5.631578947,47,0.6,15,6,5,3,2,0,0,4,16.0,27,3,"[('Two', 'CARDINAL'), ('Carlos Hernandez', 'PERSON'), ('Ahmed Hosseini', 'PERSON'), ('Carlos Hernandez', 'PERSON'), ('Ahmed Hosseini', 'PERSON')]",27.34175439,33.01631579,16.07087905,0.558947368,31.92280702,90.33333333,22.74841766,19,13.11212105,5.50877193,1.754385965,57,1,0.789473684,314,100,57,45,1,1,19,13,24,5,0,1,2,3,2,0,0,0,0,0,0,78
Mark and Lisa react to challenging situations in really different ways. Who is really emotional?,0,19,0.166666667,0.75,38.48,8.5,0.933333333,96,1,0,5.466666667,14,0.25,5,2,2,0,1,0,0,2,8.5,7,2,"[('Mark', 'PERSON'), ('Lisa', 'PERSON')]",11.5,11.19,13.585916,39.33,16.66666667,41.66666667,13.95445115,4,10.6965,5.333333333,1.8,15,1,0.933333333,80,27,15,14,1,1,4,4,6,1,0,1,0,2,0,0,0,0,0,0,0,92
"Out of all the presenters, two in particular stuck out to me - the Irish speaker and the Libyan speaker. One because his talk was so engaging, the other because he was clearly drunk. Who was the drunk speaker?",0,19,-0.093055556,0.568055556,75.5,14.66666667,0.820512821,209,1,0,4.384615385,32,0.583333333,8,1,4,0,1,0,0,3,14.66666667,25,4,"[('two', 'CARDINAL'), ('Irish', 'NORP'), ('Libyan', 'NORP'), ('One', 'CARDINAL')]",13.20368421,18.02131579,8.951515342,68.08078947,18.35789474,61.68421053,12.48683298,9,8.014457895,4.342105263,1.184210526,38,1,0.736842105,165,45,38,28,1,1,9,3,6,3,0,1,3,4,0,0,0,0,0,0,1,93
