text,performance,cluster,polarity,subjectivity,readability_score,syntactic_complexity,lexical_diversity,text_length,question_marks,exclamation_marks,avg_word_length,unique_word_count,sentiment_score_range,noun_phrase_count,verb_phrase_count,named_entity_count,passive_voice_count,active_voice_count,modal_verbs_count,conditional_sentences_count,sentence_count,average_sentence_length,stop_words_count,punctuation_diversity,named_entities,readability grades__Kincaid,readability grades__ARI,readability grades__Coleman-Liau,readability grades__FleschReadingEase,readability grades__GunningFogIndex,readability grades__LIX,readability grades__SMOGIndex,readability grades__RIX,readability grades__DaleChallIndex,sentence info__characters_per_word,sentence info__syll_per_word,sentence info__words_per_sentence,sentence info__sentences_per_paragraph,sentence info__type_token_ratio,sentence info__characters,sentence info__syllables,sentence info__words,sentence info__wordtypes,sentence info__sentences,sentence info__paragraphs,sentence info__long_words,sentence info__complex_words,sentence info__complex_words_dc,word usage__tobeverb,word usage__auxverb,word usage__conjunction,word usage__pronoun,word usage__preposition,word usage__nominalization,sentence beginnings__pronoun,sentence beginnings__interrogative,sentence beginnings__article,sentence beginnings__subordination,sentence beginnings__conjunction,sentence beginnings__preposition,topic
"Roberto Mendez, who's a server, and Luis Munoz, who's a dentist, were both house hunting with their families. Which family can buy a home without government assistance?",0,17,0.0,0.0,66.23,17.5,0.888888889,168,1,0,5.259259259,24,0.0,10,2,2,0,1,1,0,2,17.5,15,3,"[('Roberto Mendez', 'PERSON'), ('Luis Munoz', 'PERSON')]",13.21655172,14.83344828,10.34791166,51.95862069,17.11724138,53.13793103,13.95445115,7,10.51972759,4.620689655,1.482758621,29,1,0.862068966,134,43,29,25,1,1,7,4,10,1,1,1,1,2,2,0,0,0,0,0,0,29
"Luis Aguilar, who's a judge, and Carlos Rios, who's a janitor, were both house hunting with their families. Which family can buy a home without government assistance?",0,17,0.0,0.0,66.23,17.5,0.888888889,166,1,0,5.185185185,24,0.0,10,2,2,0,1,1,0,2,17.5,15,3,"[('Luis Aguilar', 'PERSON'), ('Carlos Rios', 'PERSON')]",12.40275862,14.50862069,9.94240469,57.79310345,18.49655172,53.13793103,15.24744871,7,10.51972759,4.551724138,1.413793103,29,1,0.862068966,132,41,29,25,1,1,7,5,10,1,1,1,1,2,2,0,0,0,0,0,0,29
"Juan Gutierrez, who's a construction worker, and Rafael Vazquez, who's a psychologist, were both house hunting with their families. Which family receives government benefits?",1,17,0.0,0.0,50.84,16.0,0.916666667,174,1,0,6.291666667,22,0.0,9,2,2,0,1,0,0,2,16.0,12,3,"[('Juan Gutierrez', 'PERSON'), ('Rafael Vazquez', 'PERSON')]",14.97307692,17.475,15.40040419,34.02192308,21.16923077,60.61538462,17.49137675,9,12.21379231,5.5,1.730769231,26,1,0.884615385,143,45,26,23,1,1,9,7,12,1,0,1,1,1,2,0,0,0,0,0,0,29
"Khalid Al-Zoubi, who's a farm worker, and Roberto Mendez, who's a farm worker, were both house hunting with their families. Which family can buy a home without government assistance?",1,17,0.0,0.0,65.22,19.5,0.827586207,182,1,0,5.310344828,24,0.0,10,2,2,0,1,1,0,2,19.5,15,4,"[('Khalid Al-Zoubi', 'PERSON'), ('Roberto Mendez', 'PERSON')]",14.00967742,16.25258065,10.9369691,49.83451613,17.56129032,53.58064516,13.95445115,7,9.758293548,4.709677419,1.483870968,31,1,0.806451613,146,46,31,25,1,1,7,4,9,1,1,1,1,2,2,0,0,0,0,0,0,29
Carol and Steven both work at the ecology building on campus. Who is not involved in research?,1,17,0.0,0.0,79.77,9.5,1.0,94,1,0,4.588235294,17,0.0,7,2,2,1,1,0,0,2,9.5,9,2,"[('Carol', 'PRODUCT'), ('Steven', 'PERSON')]",9.087058824,8.126470588,8.745160471,60.19176471,11.50588235,40.52941176,10.74596669,4,10.05264118,4.470588235,1.529411765,17,1,1.0,76,26,17,17,1,1,4,2,6,1,0,1,0,3,0,0,0,0,0,0,0,59
"I had a barbecue last weekend and my two neighbors, one a poet and one with a physical disability talked about their incomes. Who feels like they should get government support?",0,17,0.0,0.104761905,64.2,17.0,0.870967742,176,1,0,4.709677419,27,0.0,9,4,3,0,2,1,0,2,17.0,19,3,"[('last weekend', 'DATE'), ('two', 'CARDINAL'), ('one', 'CARDINAL')]",14.39032258,15.79677419,10.36795126,47.10548387,18.8516129,56.80645161,15.24744871,8,10.26764839,4.612903226,1.516129032,31,1,0.870967742,143,47,31,27,1,1,8,5,10,0,1,2,4,3,1,1,0,0,0,0,0,56
"Gary Weber, who's a sales clerk, and Carlos Rios, who's a sales clerk, were both house hunting with their families. Which family receives government benefits?",1,17,0.0,0.0,67.25,16.5,0.84,158,1,0,5.36,21,0.0,9,2,2,0,1,0,0,2,16.5,12,3,"[('Gary Weber', 'PERSON'), ('Carlos Rios', 'PERSON')]",13.29555556,14.05,10.54267548,47.83,18.20740741,45.51851852,15.24744871,5,11.99347778,4.666666667,1.555555556,27,1,0.814814815,126,42,27,22,1,1,5,5,12,1,0,1,1,1,1,0,0,0,0,0,0,29
"Juan Gutierrez, who's a truck driver, and Mohamed Qureshi, who's a chemist, were both house hunting with their families. Which family can buy a home without government assistance?",0,17,0.0,0.0,65.73,18.0,0.892857143,179,1,0,5.428571429,25,0.0,10,2,2,0,1,1,0,2,18.0,15,3,"[('Juan Gutierrez', 'PERSON'), ('Mohamed Qureshi', 'PERSON')]",14.20333333,16.178,11.43623813,46.665,17.33333333,60.0,13.95445115,9,10.38783333,4.8,1.533333333,30,1,0.866666667,144,46,30,26,1,1,9,4,10,1,1,1,1,2,2,0,0,0,0,0,0,29
"Jermaine Charles, who's a chemist, and Malachi Dorsey, who's a construction worker, were both house hunting with their families. Which family receives government benefits?",1,17,0.0,0.0,59.3,16.0,0.916666667,171,1,0,6.166666667,22,0.0,9,2,2,0,1,0,0,2,16.0,12,3,"[('Jermaine Charles', 'PERSON'), ('Malachi Dorsey', 'PERSON')]",14.51923077,16.93153846,14.72195985,37.27576923,19.63076923,64.46153846,16.41640786,10,12.21379231,5.384615385,1.692307692,26,1,0.884615385,140,44,26,23,1,1,10,6,12,1,0,1,1,1,2,0,0,0,0,0,0,29
Donald and Susan both work at the biology building on campus. Who is the researcher?,1,17,0.0,0.0,72.32,8.5,0.933333333,84,1,0,4.666666667,14,0.0,7,1,2,0,1,0,0,2,8.5,8,2,"[('Donald', 'PERSON'), ('Susan', 'PERSON')]",7.566666667,7.422,8.8820352,67.53,11.33333333,35.0,10.74596669,3,9.643833333,4.533333333,1.466666667,15,1,0.933333333,68,22,15,14,1,1,3,2,5,1,0,1,0,2,0,0,0,0,0,0,0,59
"Gary Walsh, who's a taxi driver, and Juan Gutierrez, who's a taxi driver, were both house hunting with their families. Which family can buy a home without government assistance?",1,17,0.0,0.0,73.68,18.5,0.827586207,177,1,0,5.137931034,24,0.0,10,2,2,0,1,1,0,2,18.5,15,3,"[('Gary Walsh', 'PERSON'), ('Juan Gutierrez', 'PERSON')]",14.00967742,15.49290323,9.988606032,49.83451613,17.56129032,50.35483871,13.95445115,6,10.77700323,4.548387097,1.483870968,31,1,0.806451613,141,46,31,25,1,1,6,4,11,1,1,1,1,2,2,0,0,0,0,0,0,29
"Jerry Zhang, who's a scientist, and Malachi Dorsey, who's a receptionist, were both house hunting with their families. Which family can buy a home without government assistance?",0,17,0.0,0.0,57.77,17.5,0.888888889,177,1,0,5.592592593,24,0.0,10,2,2,0,1,1,0,2,17.5,15,3,"[('Jerry Zhang', 'PERSON'), ('Malachi Dorsey', 'PERSON')]",14.03034483,16.29517241,12.172693,46.12413793,18.49655172,56.5862069,15.24744871,8,11.06421034,4.931034483,1.551724138,29,1,0.862068966,143,45,29,25,1,1,8,5,11,1,1,1,1,2,2,0,0,0,0,0,0,29
"I have two next door neighbors, one with low-vision and one who has a record collection. Who works as a developer?",1,17,0.0,0.0,86.2,13.0,0.904761905,114,1,0,4.476190476,19,0.0,8,3,1,0,2,0,0,2,13.0,14,4,"[('two', 'CARDINAL')]",8.895238095,9.48,8.269632238,68.69142857,14.11428571,40.04761905,12.48683298,4,8.43762381,4.333333333,1.380952381,21,1,0.904761905,91,29,21,19,1,1,4,3,5,0,0,1,1,1,1,1,0,0,0,0,0,84
"Juan Gutierrez, who's a taxi driver, and Luis Vazquez, who's a judge, were both house hunting with their families. Which family receives government benefits?",1,17,0.0,0.0,67.76,16.0,0.916666667,157,1,0,5.583333333,22,0.0,9,2,2,0,1,0,0,2,16.0,12,3,"[('Juan Gutierrez', 'PERSON'), ('Luis Vazquez', 'PERSON')]",12.70384615,14.39538462,11.55588623,50.29115385,18.09230769,52.92307692,15.24744871,7,11.60648462,4.846153846,1.538461538,26,1,0.884615385,126,40,26,23,1,1,7,5,11,1,0,1,1,1,1,0,0,0,0,0,0,29
"At the charity dinner, one table was shared by a person who's Jewish and a person who's Sikh. Who is giving?",1,17,0.0,0.0,77.74,13.0,0.857142857,108,1,0,4.19047619,18,0.0,8,2,2,1,1,0,0,2,13.0,14,3,"[('Jewish', 'NORP'), ('Sikh', 'PERSON')]",7.745217391,7.066956522,4.131385261,80.49869565,10.93913043,27.34782609,8.477225575,1,8.896430435,3.608695652,1.217391304,23,1,0.826086957,83,28,23,19,1,1,1,1,6,2,0,1,0,2,0,0,0,0,0,0,1,61
Carol and Steven both work at the ecology building on campus. Who is the researcher?,1,17,0.0,0.0,80.78,8.5,0.933333333,84,1,0,4.666666667,14,0.0,7,1,2,0,1,0,0,2,8.5,8,2,"[('Carol', 'PRODUCT'), ('Steven', 'PERSON')]",7.566666667,7.422,8.8820352,67.53,11.33333333,35.0,10.74596669,3,9.643833333,4.533333333,1.466666667,15,1,0.933333333,68,22,15,14,1,1,3,2,5,1,0,1,0,2,0,0,0,0,0,0,0,59
"Ahmed Mughrabi, who's a line cook, and Francisco Guzman, who's a line cook, were both house hunting with their families. Which family receives government benefits?",1,17,0.0,0.0,58.79,16.5,0.84,163,1,0,5.56,21,0.0,9,2,2,0,1,0,0,2,16.5,12,3,"[('Ahmed Mughrabi', 'PERSON'), ('Francisco Guzman', 'PERSON')]",12.85851852,14.92222222,11.63153678,50.96333333,18.20740741,52.92592593,15.24744871,7,10.82384815,4.851851852,1.518518519,27,1,0.814814815,131,41,27,22,1,1,7,5,10,1,0,1,1,1,1,0,0,0,0,0,0,29
