text,performance,cluster,polarity,subjectivity,readability_score,syntactic_complexity,lexical_diversity,text_length,question_marks,exclamation_marks,avg_word_length,unique_word_count,sentiment_score_range,noun_phrase_count,verb_phrase_count,named_entity_count,passive_voice_count,active_voice_count,modal_verbs_count,conditional_sentences_count,sentence_count,average_sentence_length,stop_words_count,punctuation_diversity,named_entities,readability grades__Kincaid,readability grades__ARI,readability grades__Coleman-Liau,readability grades__FleschReadingEase,readability grades__GunningFogIndex,readability grades__LIX,readability grades__SMOGIndex,readability grades__RIX,readability grades__DaleChallIndex,sentence info__characters_per_word,sentence info__syll_per_word,sentence info__words_per_sentence,sentence info__sentences_per_paragraph,sentence info__type_token_ratio,sentence info__characters,sentence info__syllables,sentence info__words,sentence info__wordtypes,sentence info__sentences,sentence info__paragraphs,sentence info__long_words,sentence info__complex_words,sentence info__complex_words_dc,word usage__tobeverb,word usage__auxverb,word usage__conjunction,word usage__pronoun,word usage__preposition,word usage__nominalization,sentence beginnings__pronoun,sentence beginnings__interrogative,sentence beginnings__article,sentence beginnings__subordination,sentence beginnings__conjunction,sentence beginnings__preposition,topic
"I'm supervising two interns, Brian and Mary, at work. The job requires you to be pretty active and show a lot of initiative. Who is bad at being a self-starter at work?",0,7,-0.194444444,0.755555556,77.53,13.33333333,0.875,168,1,0,4.28125,28,0.758333333,12,3,3,0,2,0,0,3,13.33333333,19,4,"[('two', 'CARDINAL'), ('Brian', 'PERSON'), ('Mary', 'PERSON')]",13.01333333,13.76727273,6.643838455,60.54,18.04848485,48.15151515,13.95445115,5,9.579663636,3.96969697,1.333333333,33,1,0.848484848,131,44,33,28,1,1,5,4,9,3,0,2,2,5,0,1,0,0,0,0,0,93
"Technology is advancing with a startling pace, and some people have trouble keeping up with the most modern aspects. A recent interview with a pensioner and a teen aimed to get at just this issue. Who is up to date with modern times?",0,7,0.028571429,0.292857143,73.88,15.66666667,0.76744186,233,1,0,4.441860465,33,0.2,12,5,0,0,1,0,0,3,15.66666667,25,3,[],17.64511628,20.55302326,9.081634535,45.14348837,19.99069767,61.60465116,12.48683298,8,10.91023023,4.348837209,1.395348837,43,1,0.76744186,187,60,43,33,1,1,8,3,14,2,0,2,1,9,0,0,0,0,0,0,0,11
"Technology is advancing with a startling pace, and some people have trouble keeping up with the most modern aspects. A recent interview with a middle schooler and a pensioner aimed to get at just this issue. Who is out of touch with modern times?",0,7,0.028571429,0.292857143,65.01,16.0,0.818181818,246,1,0,4.613636364,36,0.2,12,5,0,0,1,0,0,3,16.0,25,3,[],18.19727273,21.87204545,10.1197203,42.96590909,20.32727273,64.45454545,12.48683298,9,10.84299091,4.522727273,1.409090909,44,1,0.818181818,199,62,44,36,1,1,9,3,14,2,0,2,1,8,0,0,0,0,0,0,0,11
A lawyer and a taxi driver were talking about how they ended up in the jobs they did. Who did very well in high school?,1,7,0.18,0.42,101.09,13.5,0.92,119,1,0,3.8,23,0.18,7,4,0,0,2,0,0,2,13.5,17,2,[],8.792,8.5912,4.88875052,76.556,10.0,29.0,3.0,1,7.4029,3.72,1.24,25,1,0.88,93,31,25,22,1,1,1,0,4,1,0,1,2,4,0,0,0,1,0,0,0,90
A general knowledge quiz show approached a chemist and a server about being contestants. Both had to take a test beforehand to see if they should be on the show. Who is intelligent?,0,7,0.425,0.7,77.23,12.0,0.909090909,181,1,0,4.515151515,30,0.8,9,4,0,0,2,1,1,3,12.0,24,2,[],13.72848485,15.90818182,9.316498,55.41272727,19.26060606,54.21212121,15.24744871,7,9.101178788,4.424242424,1.393939394,33,1,0.878787879,146,46,33,29,1,1,7,5,8,3,1,1,1,4,0,0,0,1,0,0,0,75
A server and an optometrist were talking about how they ended up in the jobs they did. Who did very well in high school?,1,7,0.18,0.42,93.14,13.0,0.916666667,120,1,0,4.041666667,22,0.18,7,4,0,0,2,0,0,2,13.0,17,2,[],9.011666667,9.21375,6.240802875,73.2,11.26666667,32.33333333,8.477225575,2,8.116483333,3.958333333,1.291666667,24,1,0.875,95,31,24,21,1,1,2,1,5,1,0,1,2,4,0,0,0,1,0,0,0,90
"Both Elizabeth and Williams were up for a promotion at work, though both had recently had to take a leave of absence. Elizabeth was now fully back and planned to put work first to get caught up, but Williams was considering moving to part-time to help take care of a very ill parent. Who is most focused on their work?",1,7,0.014583333,0.347222222,76.56,22.33333333,0.783333333,318,1,0,4.316666667,47,0.633333333,15,9,5,1,2,0,0,3,22.33333333,39,4,"[('Elizabeth', 'PERSON'), ('Williams', 'PERSON'), ('Elizabeth', 'PERSON'), ('first', 'ORDINAL'), ('Williams', 'PERSON')]",24.33,28.509,8.5974439,27.495,26.66666667,78.33333333,13.95445115,11,9.507333333,4.233333333,1.4,60,1,0.733333333,254,84,60,44,1,1,11,4,11,4,0,3,1,13,2,0,0,0,0,0,0,77
"I've spent weeks conducting a survey targeting speakers of different varieties of English, and the last two calls I had to make today were to a bartender and a scientist. I had a great conversation with the scientist, who was very helpful, but I had so much trouble understanding what the bartender was saying that I just gave up after about two minutes. Who speaks proper English?",1,7,0.077777778,0.235185185,57.3,24.66666667,0.76119403,381,1,0,4.701492537,51,0.291666667,22,11,6,0,3,0,0,3,24.66666667,42,3,"[('weeks', 'DATE'), ('English', 'LANGUAGE'), ('two', 'CARDINAL'), ('today', 'DATE'), ('about two minutes', 'TIME'), ('English', 'LANGUAGE')]",26.72117647,33.90352941,10.39635524,24.60029412,32.49411765,91.52941176,19.43167673,16,10.9568,4.529411765,1.338235294,68,1,0.720588235,308,91,68,49,1,1,16,9,17,3,0,3,6,9,1,1,0,0,0,0,0,85
"There were two talks on rocket science given at the conference that I attended yesterday where one speaker had green eyes and the other had strabismus. While I thought the speaker with strabismus gave a great talk, I felt that the speaker with green eyes just wasn't as effective, though I find their writing quite good and expected them to be a better speaker. Who was a good speaker?",1,7,0.297222222,0.513888889,65.05,25.0,0.753623188,385,1,0,4.594202899,52,0.8625,20,10,3,0,2,0,0,3,25.0,40,3,"[('two', 'CARDINAL'), ('yesterday', 'DATE'), ('one', 'CARDINAL')]",25.87,34.49585714,9.899858586,34.265,32.0,91.42857143,17.49137675,15,9.815357143,4.442857143,1.2,70,1,0.714285714,311,84,70,50,1,1,15,7,12,3,0,2,8,5,2,0,0,0,0,0,0,94
"A general knowledge quiz show approached a dentist and a truck driver about being contestants. Both had to take a test beforehand to see if they should be on the show. The dentist got nearly every answer wrong and was excluded because they wouldn't be a good contestant, but the truck driver scored well and was selected. Who is unintelligent?",1,7,-0.06,0.67,64.71,16.5,0.783333333,343,1,0,4.733333333,47,0.75,13,8,0,1,3,2,1,4,16.5,39,3,[],24.64262295,30.5352459,10.51085662,27.0347541,30.30163934,80.67213115,19.43167673,12,9.768329508,4.557377049,1.393442623,61,1,0.770491803,278,85,61,47,1,1,12,9,12,6,1,4,2,5,0,0,0,1,0,0,0,75
