Feature,Coefficient,Odds Ratio,Probability Increase (%)
sentence beginnings__pronoun,-0.09079298423640735,0.9132067395231386,8.679326047686143
sentence beginnings__article,-0.07825283176707153,0.9247305957142745,7.526940428572548
readability grades__Kincaid,-0.06799012262503275,0.9342697016638027,6.573029833619726
sentiment_score_range,-0.061230767473100835,0.9406061534235299,5.939384657647007
Emotional openness and communication styles across different groups,-0.061139461897831836,0.9406920399303687,5.930796006963135
readability grades__ARI,-0.04120201177119429,0.9596352527486118,4.036474725138817
sentence info__syllables,-0.03839644884594044,0.9623313501024231,3.76686498975769
sentence info__wordtypes,-0.036625525349153955,0.9640370752105634,3.5962924789436634
text_length,-0.03317136092901877,0.9673727754874638,3.262722451253619
sentence info__words_per_sentence,-0.03120961030444286,0.9692723823021875,3.0727617697812515
